Марка,Модель,Год выпуска,Цена,Двигатель,Мощность,Коробка передач,Пробег,Владельцы,Поколение,Комплектация,URL,Возраст,Объем двигателя,Марка_код,Модель_код,Тип кузова_джип/suv 5 дв.,Тип кузова_купе,Тип кузова_лифтбек,Тип кузова_минивэн,Тип кузова_не указано,Тип кузова_открытый,Тип кузова_седан,Тип кузова_универсал,Тип кузова_хэтчбек 3 дв.,Тип кузова_хэтчбек 5 дв.,Привод_задний,Привод_передний,Тип КПП_вариатор,Тип КПП_робот,Тип топлива_гибрид,Тип топлива_дизель,Тип топлива_не указано,Руль_правый,Цвет_белый,Цвет_бордовый,Цвет_голубой,Цвет_желтый,Цвет_зеленый,Цвет_золотистый,Цвет_коричневый,Цвет_красный,Цвет_оранжевый,Цвет_розовый,Цвет_серебристый,Цвет_серый,Цвет_синий,Цвет_фиолетовый,Цвет_черный,Поколение_номер,Мощность/Объем,Новый,год,месяц,день,день_недели,квартал,день_года,викенд,сезон,дней_с_публикации
Volkswagen,Passat,2010,790000,"бензин, 1.8 л",152,робот,240000,4,6 поколение,396,https://auto.drom.ru/spb/volkswagen/passat/287082494.html?from=recommend,15,1.8,79,357,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,6,84.44444444444444,0,2025,6,12,3,2,163,0,3,28
BMW,X5,2016,3750000,"бензин, 4.4 л",575,АКПП,127767,4,3 поколение,1007,https://auto.drom.ru/spb/bmw/x5/537956433.html?from=recommend,9,4.4,5,515,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3,130.68181818181816,0,2025,6,20,4,2,171,0,3,20
Skoda,Yeti,2014,929000,"бензин, 1.4 л",122,робот,151552,1,1 поколение,1073,https://auto.drom.ru/spb/skoda/yeti/461170813.html?from=recommend,11,1.4,70,534,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,1,87.14285714285715,0,2025,6,19,3,2,170,0,3,21
Land,Rover Range Rover,2024,28740000,"дизель, 3.0 л",350,АКПП,18,1,5 поколение,786,https://auto.drom.ru/spb/land_rover/range_rover/178936444.html?from=recommend,1,3.0,44,400,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,5,116.66666666666667,1,2025,6,25,2,2,176,0,3,15
Citroen,C4,2012,610000,"бензин, 1.6 л",120,АКПП,208000,4,2 поколение,192,https://auto.drom.ru/spb/citroen/c4/387350754.html?from=recommend,13,1.6,15,108,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,75.0,0,2025,6,12,3,2,163,0,3,28
Geely,Coolray,2022,1560000,"бензин, 1.5 л",150,робот,58000,2,1 поколение,107,https://auto.drom.ru/spb/geely/sx11/363727634.html?from=recommend,3,1.5,29,150,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,1,100.0,0,2025,6,22,6,2,173,1,3,18
Nissan,Almera,2015,499000,"бензин, 1.6 л",102,механика,256000,2,3 поколение,1073,https://auto.drom.ru/spb/nissan/almera/598287074.html?from=recommend,10,1.6,57,80,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,3,63.75,0,2025,7,3,3,3,184,0,3,7
BMW,4-Series,2018,4300000,"дизель, 2.0 л",190,АКПП,40000,1,"1 поколение, рестайлинг",1073,https://auto.drom.ru/spb/bmw/4-series/623326597.html?from=recommend,7,2.0,5,36,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,95.0,0,2025,7,8,1,3,189,0,3,2
Peugeot,107,2013,650000,"бензин, 1.0 л",68,робот,177824,3,"1 поколение, 2 рестайлинг",1,https://auto.drom.ru/spb/peugeot/107/834376865.html?from=recommend,12,1.0,60,2,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1,68.0,0,2025,6,23,0,2,174,0,3,17
Subaru,Legacy B4,2000,750000,"бензин, 2.0 л",155,АКПП,280000,4,3 поколение,471,https://auto.drom.ru/spb/subaru/legacy_b4/906079907.html?from=recommend,25,2.0,74,289,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,3,77.5,0,2025,7,6,6,3,187,1,3,4
Kia,Rio,2019,1320000,"бензин, 1.6 л",123,АКПП,47100,2,4 поколение,183,https://auto.drom.ru/spb/kia/rio/726088036.html?from=recommend,6,1.6,43,392,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,4,76.875,0,2025,6,22,6,2,173,1,3,18
Kia,Rio X (X-Line),2021,1249000,"бензин, 1.6 л",123,АКПП,123000,1,"1 поколение, рестайлинг",214,https://auto.drom.ru/spb/kia/rio_x-line/856743974.html?from=recommend,4,1.6,43,393,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1,76.875,0,2025,7,1,1,3,182,0,3,9
Hyundai,Creta,2016,1419999,"бензин, 2.0 л",149,АКПП,99830,-1,1 поколение,1073,https://auto.drom.ru/spb/hyundai/creta/577991322.html?from=recommend,9,2.0,35,155,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1,74.5,0,2025,6,14,5,2,165,1,3,26
Mitsubishi,Outlander,2015,1069000,"бензин, 2.0 л",146,вариатор,190295,2,3 поколение,1073,https://auto.drom.ru/spb/mitsubishi/outlander/177959708.html?from=recommend,10,2.0,54,351,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,3,73.0,0,2025,6,26,3,2,177,0,3,14
Hyundai,Solaris,2021,1369000,"бензин, 1.6 л",123,АКПП,83172,1,"2 поколение, рестайлинг",1073,https://auto.drom.ru/spb/hyundai/solaris/477119633.html?from=recommend,4,1.6,35,433,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,76.875,0,2025,6,12,3,2,163,0,3,28
BMW,5-Series,2020,2948000,"бензин, 2.0 л",184,АКПП,71291,3,7 поколение,912,https://auto.drom.ru/spb/bmw/5-series/930711982.html?from=recommend,5,2.0,5,43,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,7,92.0,0,2025,7,1,1,3,182,0,3,9
Skoda,Rapid,2017,999999,"бензин, 1.6 л",110,АКПП,165000,2,1 поколение,242,https://auto.drom.ru/spb/skoda/rapid/124404982.html?from=recommend,8,1.6,70,391,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,1,68.75,0,2025,6,16,0,2,167,0,3,24
BMW,7-Series,1999,700000,"бензин, 2.8 л",193,АКПП,300000,4,"3 поколение, рестайлинг",944,https://auto.drom.ru/spb/bmw/7-series/308491467.html?from=recommend,26,2.8,5,52,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,3,68.92857142857143,0,2025,6,11,2,2,162,0,3,29
BMW,5-Series,2019,3750000,"дизель, 3.0 л",265,АКПП,115000,1,7 поколение,920,https://auto.drom.ru/spb/bmw/5-series/442943994.html?from=recommend,6,3.0,5,43,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,7,88.33333333333333,0,2025,6,30,0,2,181,0,3,10
Audi,A4,2019,2000000,"бензин, 1.4 л",150,робот,80000,2,5 поколение,1073,https://auto.drom.ru/spb/audi/a4/889324810.html?from=recommend,6,1.4,3,66,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5,107.14285714285715,0,2025,6,19,3,2,170,0,3,21
Mitsubishi,Pajero,2017,2865000,"бензин, 3.0 л",174,АКПП,100137,2,"4 поколение, 2 рестайлинг",1073,https://auto.drom.ru/spb/mitsubishi/pajero/710479746.html?from=recommend,8,3.0,54,353,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,4,58.0,0,2025,6,16,0,2,167,0,3,24
BMW,7-Series,2025,24150000,"дизель, 3.0 л",286,автомат,0,-1,,1073,https://auto.drom.ru/spb/bmw/7-series/435715724.html?from=recommend,0,3.0,5,52,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,95.33333333333333,1,2025,7,6,6,3,187,1,3,4
Volvo,XC60,2011,999999,"бензин, 2.0 л",203,робот,218000,4,1 поколение,1073,https://auto.drom.ru/spb/volvo/xc60/170505193.html?from=recommend,14,2.0,80,524,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,1,101.5,0,2025,7,2,2,3,183,0,3,8
Volkswagen,Touareg,2011,2100000,"дизель, 3.0 л",245,АКПП,228000,4,2 поколение,1073,https://auto.drom.ru/spb/volkswagen/touareg/772441332.html?from=recommend,14,3.0,79,472,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,2,81.66666666666667,0,2025,6,18,2,2,169,0,3,22
Volvo,XC60,2021,4600000,"дизель, 2.0 л",190,АКПП,43795,1,2 поколение,503,https://auto.drom.ru/spb/volvo/xc60/446519428.html?from=recommend,4,2.0,80,524,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,2,95.0,0,2025,6,20,4,2,171,0,3,20
Suzuki,SX4,2014,825000,"бензин, 1.6 л",117,автомат,224677,1,,1073,https://auto.drom.ru/spb/suzuki/sx4/658118799.html?from=recommend,11,1.6,75,417,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,73.125,0,2025,6,12,3,2,163,0,3,28
Skoda,Octavia,2014,1260000,"бензин, 1.8 л",180,робот,168544,2,3 поколение,1073,https://auto.drom.ru/spb/skoda/octavia/941825356.html?from=recommend,11,1.8,70,345,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,3,100.0,0,2025,6,14,5,2,165,1,3,26
Land,Rover Range Rover Velar,2023,8550000,"бензин, 2.0 л",250,АКПП,14067,2,1 поколение,1073,https://auto.drom.ru/spb/land_rover/range_rover_velar/505074871.html?from=recommend,2,2.0,44,403,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1,125.0,0,2025,7,5,5,3,186,1,3,5
Land,Rover Range Rover,2014,4150000,"дизель, 4.4 л",339,АКПП,229708,4,4 поколение,872,https://auto.drom.ru/spb/land_rover/range_rover/215409001.html?from=recommend,11,4.4,44,400,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,4,77.04545454545453,0,2025,6,21,5,2,172,1,3,19
Infiniti,QX70,2014,1495000,"дизель, 3.0 л",238,АКПП,209980,2,2 поколение,810,https://auto.drom.ru/spb/infiniti/qx70/321475471.html?from=recommend,11,3.0,36,381,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,2,79.33333333333333,0,2025,6,17,1,2,168,0,3,23
Mitsubishi,Outlander,2010,1020000,"бензин, 2.4 л",170,вариатор,199098,2,"2 поколение, рестайлинг",666,https://auto.drom.ru/spb/mitsubishi/outlander/625388265.html?from=recommend,15,2.4,54,351,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,2,70.83333333333334,0,2025,6,12,3,2,163,0,3,28
Infiniti,QX70,2014,1925000,"бензин, 3.7 л",333,АКПП,228421,4,2 поколение,1073,https://auto.drom.ru/spb/infiniti/qx70/442522796.html?from=recommend,11,3.7,36,381,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,2,90.0,0,2025,7,4,4,3,185,0,3,6
Suzuki,SX4,2008,729000,"бензин, 1.6 л",107,механика,128700,2,1 поколение,1073,https://auto.drom.ru/spb/suzuki/sx4/673780659.html?from=recommend,17,1.6,75,417,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1,66.875,0,2025,6,29,6,2,180,1,3,11
Nissan,Note,2018,1390000,"бензин, 1.2 л, гибрид",79,АКПП,125000,1,"2 поколение, рестайлинг",25,https://auto.drom.ru/spb/nissan/note/499541090.html?from=recommend,7,,57,344,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,2,,0,2025,6,24,1,2,175,0,3,16
Audi,Q5,2017,2590000,"бензин, 2.0 л",249,робот,119665,1,2 поколение,1073,https://auto.drom.ru/spb/audi/q5/390862495.html?from=recommend,8,2.0,3,373,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,2,124.5,0,2025,7,3,3,3,184,0,3,7
Peugeot,308,2011,579000,"бензин, 1.6 л",120,АКПП,218000,4,"1 поколение, рестайлинг",180,https://auto.drom.ru/spb/peugeot/308/639901180.html?from=recommend,14,1.6,60,31,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,1,75.0,0,2025,6,13,4,2,164,0,3,27
Nissan,Murano,2011,1129000,"бензин, 3.5 л",249,вариатор,157000,2,"2 поколение, рестайлинг",1073,https://auto.drom.ru/spb/nissan/murano/182553528.html?from=recommend,14,3.5,57,329,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,2,71.14285714285714,0,2025,6,19,3,2,170,0,3,21
Volkswagen,Tiguan,2021,2425000,"бензин, 1.4 л",150,робот,83625,2,"2 поколение, рестайлинг",88,https://auto.drom.ru/spb/volkswagen/tiguan/940156820.html?from=recommend,4,1.4,79,469,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,107.14285714285715,0,2025,6,25,2,2,176,0,3,15
Skoda,Rapid,2020,850000,"бензин, 1.6 л",90,механика,260000,2,2 поколение,248,https://auto.drom.ru/spb/skoda/rapid/504065335.html?from=recommend,5,1.6,70,391,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,56.25,0,2025,6,25,2,2,176,0,3,15
Lexus,LX570,2016,6700000,"бензин, 5.7 л",367,АКПП,135000,2,"3 поколение, 2 рестайлинг",901,https://auto.drom.ru/spb/lexus/lx570/317273115.html?from=recommend,9,5.7,45,278,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,3,64.3859649122807,0,2025,6,15,6,2,166,1,3,25
Volvo,XC70,2012,1320000,"дизель, 2.4 л",215,АКПП,290670,2,3 поколение,1073,https://auto.drom.ru/spb/volvo/xc70/946444321.html?from=recommend,13,2.4,80,525,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,3,89.58333333333334,0,2025,6,22,6,2,173,1,3,18
Hyundai,Veloster,2012,990000,"бензин, 1.6 л",132,АКПП,122000,4,1 поколение,1073,https://auto.drom.ru/spb/hyundai/veloster/439101590.html?from=recommend,13,1.6,35,490,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,1,82.5,0,2025,6,10,1,2,161,0,3,30
Lexus,IS300,2018,2220000,"бензин, 2.0 л",245,АКПП,131000,2,"3 поколение, рестайлинг",451,https://auto.drom.ru/spb/lexus/is300/790103124.html?from=recommend,7,2.0,45,246,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,3,122.5,0,2025,7,2,2,3,183,0,3,8
BAIC,BJ40,2023,3400000,"бензин, 2.0 л",218,АКПП,10,1,"1 поколение, рестайлинг",612,https://auto.drom.ru/spb/baic/beijing_bj40/890736248.html?from=recommend,2,2.0,4,96,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1,109.0,1,2025,6,16,0,2,167,0,3,24
Kia,Ceed,2017,1500000,"бензин, 1.6 л",130,АКПП,97000,1,"2 поколение, рестайлинг",200,https://auto.drom.ru/spb/kia/cee~d/483928169.html?from=recommend,8,1.6,43,138,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,2,81.25,0,2025,7,2,2,3,183,0,3,8
Peugeot,308,2010,440000,"бензин, 1.6 л",120,АКПП,162400,4,1 поколение,1073,https://auto.drom.ru/spb/peugeot/308/321354122.html?from=recommend,15,1.6,60,31,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1,75.0,0,2025,6,15,6,2,166,1,3,25
Voyah,Free,2023,2680000,"бензин, 1.5 л, гибрид",108,АКПП,82000,1,1 поколение,136,https://auto.drom.ru/spb/voyah/free/839177312.html?from=recommend,2,,82,201,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1,,0,2025,6,26,3,2,177,0,3,14
Mazda,Demio,2009,449990,"бензин, 1.3 л",91,АКПП,172000,-1,3 поколение,1073,https://auto.drom.ru/spb/mazda/demio/879114640.html?from=recommend,16,1.3,51,161,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,3,70.0,0,2025,6,13,4,2,164,0,3,27
Hyundai,Solaris,2018,1179000,"бензин, 1.6 л",123,АКПП,110338,1,2 поколение,191,https://auto.drom.ru/spb/hyundai/solaris/132675438.html?from=recommend,7,1.6,35,433,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,2,76.875,0,2025,7,3,3,3,184,0,3,7
Mitsubishi,Pajero Sport,2017,1669000,"дизель, 2.4 л",181,АКПП,303000,4,3 поколение,679,https://auto.drom.ru/spb/mitsubishi/pajero_sport/584596729.html?from=recommend,8,2.4,54,354,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,3,75.41666666666667,0,2025,6,9,0,2,160,0,3,31
BMW,X5,2015,3000000,"дизель, 3.0 л",249,АКПП,234000,3,3 поколение,1073,https://auto.drom.ru/spb/bmw/x5/160956282.html?from=recommend,10,3.0,5,515,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,3,83.0,0,2025,7,2,2,3,183,0,3,8
BMW,3-Series,2019,2900000,"дизель, 2.0 л",190,АКПП,94000,1,7 поколение,853,https://auto.drom.ru/spb/bmw/3-series/315231895.html?from=recommend,6,2.0,5,23,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,7,95.0,0,2025,7,4,4,3,185,0,3,6
Ford,Focus,2012,765500,"бензин, 1.6 л",125,механика,255000,3,3 поколение,311,https://auto.drom.ru/spb/ford/focus/270192163.html?from=recommend,13,1.6,25,197,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,3,78.125,0,2025,6,9,0,2,160,0,3,31
Mazda,RX-8,2005,780000,"бензин, 1.3 л",231,АКПП,90000,-1,1 поколение,1073,https://auto.drom.ru/spb/mazda/rx-8/787005638.html?from=recommend,20,1.3,51,386,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1,177.69230769230768,0,2025,6,9,0,2,160,0,3,31
Mercedes-Benz,M-Class,2009,1400000,"дизель, 3.0 л",224,АКПП,420000,4,"2 поколение, рестайлинг",1015,https://auto.drom.ru/spb/mercedes-benz/m-class/184610181.html?from=recommend,16,3.0,52,296,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,2,74.66666666666667,0,2025,7,3,3,3,184,0,3,7
Лада,2114 Самара,2005,130000,"бензин, 1.5 л",77,механика,210000,3,1 поколение,146,https://auto.drom.ru/spb/lada/2114/664203612.html?from=recommend,20,1.5,87,18,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,1,51.333333333333336,0,2025,6,30,0,2,181,0,3,10
Mercedes-Benz,E-Class,2019,3100000,"бензин, 2.0 л",197,АКПП,128000,1,5 поколение,975,https://auto.drom.ru/spb/mercedes-benz/e-class/409140065.html?from=recommend,6,2.0,52,164,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,5,98.5,0,2025,7,3,3,3,184,0,3,7
Nissan,X-Trail,2015,1259000,"бензин, 2.0 л",144,вариатор,118046,2,3 поколение,487,https://auto.drom.ru/spb/nissan/x-trail/505589139.html?from=recommend,10,2.0,57,508,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,3,72.0,0,2025,6,26,3,2,177,0,3,14
Лада,Веста Кросс,2018,660000,"бензин, 1.8 л",122,робот,117179,1,1 поколение,1073,https://auto.drom.ru/spb/lada/vesta_cross/754497212.html?from=recommend,7,1.8,87,543,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,67.77777777777777,0,2025,6,23,0,2,174,0,3,17
BYD,Han,2022,3650000,электро,517,АКПП,68000,1,"1 поколение, рестайлинг",1073,https://auto.drom.ru/spb/byd/han/709577522.html?from=recommend,3,,6,240,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,0,2025,7,3,3,3,184,0,3,7
Audi,S8,2014,4100000,"бензин, 4.0 л",520,АКПП,178202,4,"3 поколение, рестайлинг",867,https://auto.drom.ru/spb/audi/s8/453320978.html?from=recommend,11,4.0,3,410,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,3,130.0,0,2025,6,11,2,2,162,0,3,29
Opel,Astra,2012,715000,"бензин, 1.4 л",140,АКПП,181000,3,4 поколение,1073,https://auto.drom.ru/spb/opel/astra/933183407.html?from=recommend,13,1.4,59,88,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4,100.0,0,2025,7,4,4,3,185,0,3,6
Renault,Arkana,2020,1269000,"бензин, 1.3 л",149,вариатор,46064,2,1 поколение,34,https://auto.drom.ru/spb/renault/arkana/319309673.html?from=recommend,5,1.3,65,86,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,114.61538461538461,0,2025,6,11,2,2,162,0,3,29
BMW,X1,2017,1999000,"бензин, 2.0 л",192,АКПП,95000,4,2 поколение,1044,https://auto.drom.ru/spb/bmw/x1/351226742.html?from=recommend,8,2.0,5,510,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,2,96.0,0,2025,6,22,6,2,173,1,3,18
Mercedes-Benz,GLE Coupe,2021,7980000,"дизель, 2.9 л",330,АКПП,83000,2,2 поколение,998,https://auto.drom.ru/spb/mercedes-benz/gle_coupe/385240133.html?from=recommend,4,2.9,52,217,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,113.79310344827587,0,2025,6,25,2,2,176,0,3,15
Audi,A4,2012,1029000,"бензин, 1.8 л",170,вариатор,222000,4,"4 поколение, рестайлинг",387,https://auto.drom.ru/spb/audi/a4/586562229.html?from=recommend,13,1.8,3,66,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4,94.44444444444444,0,2025,6,14,5,2,165,1,3,26
Hyundai,Solaris,2015,590000,"бензин, 1.6 л",123,АКПП,314850,2,"1 поколение, рестайлинг",1073,https://auto.drom.ru/spb/hyundai/solaris/787441283.html?from=recommend,10,1.6,35,433,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,1,76.875,0,2025,7,8,1,3,189,0,3,2
Mitsubishi,Lancer,2006,370000,"бензин, 1.6 л",98,АКПП,212247,4,"9 поколение, 2 рестайлинг",196,https://auto.drom.ru/spb/mitsubishi/lancer/914498157.html?from=recommend,19,1.6,54,282,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,9,61.25,0,2025,7,6,6,3,187,1,3,4
MINI,Hatch,2021,2590000,"бензин, 1.5 л",136,робот,27839,2,3 поколение,1073,https://auto.drom.ru/spb/mini/hatch/322878722.html?from=recommend,4,1.5,49,241,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,3,90.66666666666667,0,2025,7,1,1,3,182,0,3,9
Subaru,Legacy,2000,399900,"бензин, 2.5 л",156,АКПП,334760,-1,3 поколение,1073,https://auto.drom.ru/spb/subaru/legacy/891985200.html?from=recommend,25,2.5,74,288,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,3,62.4,0,2025,7,2,2,3,183,0,3,8
Mercedes-Benz,GL-Class,2008,1700000,"дизель, 3.0 л",213,АКПП,243802,2,1 поколение,986,https://auto.drom.ru/spb/mercedes-benz/gl-class/564828158.html?from=recommend,17,3.0,52,211,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1,71.0,0,2025,6,25,2,2,176,0,3,15
