Марка,Модель,Год выпуска,Цена,Двигатель,Мощность,Коробка передач,Пробег,Владельцы,Поколение,Комплектация,URL,Возраст,Объем двигателя,Марка_код,Модель_код,Тип кузова_джип/suv 5 дв.,Тип кузова_купе,Тип кузова_лифтбек,Тип кузова_минивэн,Тип кузова_не указано,Тип кузова_открытый,Тип кузова_седан,Тип кузова_универсал,Тип кузова_хэтчбек 3 дв.,Тип кузова_хэтчбек 5 дв.,Привод_задний,Привод_передний,Тип КПП_вариатор,Тип КПП_робот,Тип топлива_гибрид,Тип топлива_дизель,Тип топлива_не указано,Руль_правый,Цвет_белый,Цвет_бордовый,Цвет_голубой,Цвет_желтый,Цвет_зеленый,Цвет_золотистый,Цвет_коричневый,Цвет_красный,Цвет_оранжевый,Цвет_розовый,Цвет_серебристый,Цвет_серый,Цвет_синий,Цвет_фиолетовый,Цвет_черный,Поколение_номер,Мощность/Объем,Новый,год,месяц,день,день_недели,квартал,день_года,викенд,сезон,дней_с_публикации
Kia,Rio,2021,1050000,"бензин, 1.4 л",100,автомат,134743,-1,,1073,https://auto.drom.ru/spb/kia/rio/197174051.html?from=recommend,4,1.4,43,392,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,71.42857142857143,0,2025,6,21,5,2,172,1,3,19
Volkswagen,Jetta,2012,950000,"бензин, 1.4 л",122,робот,147500,-1,6 поколение,84,https://auto.drom.ru/spb/volkswagen/jetta/571197829.html?from=recommend,13,1.4,79,259,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,6,87.14285714285715,0,2025,6,20,4,2,171,0,3,20
Toyota,Avensis,2007,695000,"бензин, 1.8 л",129,механика,170000,2,"2 поколение, рестайлинг",1073,https://auto.drom.ru/spb/toyota/avensis/440714304.html?from=recommend,18,1.8,78,91,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,2,71.66666666666667,0,2025,7,7,0,3,188,0,3,3
Nissan,Tiida,2007,455000,"бензин, 1.6 л",110,АКПП,195219,2,1 поколение,1073,https://auto.drom.ru/spb/nissan/tiida/183921403.html?from=recommend,18,1.6,57,470,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1,68.75,0,2025,6,15,6,2,166,1,3,25
Ford,Focus,2012,785000,"бензин, 2.0 л",150,робот,186000,2,3 поколение,1073,https://auto.drom.ru/spb/ford/focus/363846763.html?from=recommend,13,2.0,25,197,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,3,75.0,0,2025,7,7,0,3,188,0,3,3
Mitsubishi,Outlander,2018,1790000,"бензин, 2.0 л",146,вариатор,88790,2,3 поколение,1073,https://auto.drom.ru/spb/mitsubishi/outlander/686094094.html?from=recommend,7,2.0,54,351,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,3,73.0,0,2025,6,23,0,2,174,0,3,17
Mazda,CX-5,2016,2000000,"бензин, 2.5 л",192,АКПП,131766,1,"1 поколение, рестайлинг",688,https://auto.drom.ru/spb/mazda/cx-5/199956947.html?from=recommend,9,2.5,51,122,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,1,76.8,0,2025,7,3,3,3,184,0,3,7
Kia,Ceed,2021,1770000,"бензин, 1.6 л",128,АКПП,44600,2,3 поколение,183,https://auto.drom.ru/spb/kia/cee~d/614481946.html?from=recommend,4,1.6,43,138,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3,80.0,0,2025,6,23,0,2,174,0,3,17
Kia,Rio,2012,494000,"бензин, 1.6 л",123,механика,255317,2,3 поколение,1073,https://auto.drom.ru/spb/kia/rio/478704656.html?from=recommend,13,1.6,43,392,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,3,76.875,0,2025,6,14,5,2,165,1,3,26
Subaru,Legacy,2006,630000,"бензин, 2.0 л",165,механика,235000,4,4 поколение,1073,https://auto.drom.ru/spb/subaru/legacy/457964636.html?from=recommend,19,2.0,74,288,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4,82.5,0,2025,6,29,6,2,180,1,3,11
Ford,Focus,2013,675000,"бензин, 1.6 л",105,механика,195000,3,3 поколение,312,https://auto.drom.ru/spb/ford/focus/157056027.html?from=recommend,12,1.6,25,197,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,3,65.625,0,2025,7,3,3,3,184,0,3,7
Volkswagen,Golf,1998,150000,"бензин, 1.6 л",101,механика,230000,4,4 поколение,281,https://auto.drom.ru/spb/volkswagen/golf/939785878.html?from=recommend,27,1.6,79,232,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,4,63.125,0,2025,6,30,0,2,181,0,3,10
Mitsubishi,Outlander,2020,2135000,"бензин, 2.0 л",146,вариатор,71000,1,"3 поколение, 3 рестайлинг",482,https://auto.drom.ru/spb/mitsubishi/outlander/635995163.html?from=recommend,5,2.0,54,351,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,3,73.0,0,2025,7,1,1,3,182,0,3,9
Infiniti,Q50,2014,1499000,"бензин, 2.0 л",211,АКПП,133000,3,4 поколение,461,https://auto.drom.ru/spb/infiniti/q50/938312232.html?from=recommend,11,2.0,36,374,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,4,105.5,0,2025,6,20,4,2,171,0,3,20
Mazda,CX-5,2013,1150000,"бензин, 2.0 л",150,АКПП,213000,-1,1 поколение,441,https://auto.drom.ru/spb/mazda/cx-5/255554890.html?from=recommend,12,2.0,51,122,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1,75.0,0,2025,6,30,0,2,181,0,3,10
Mercedes-Benz,C-Class,2012,1700000,"бензин, 3.5 л",250,АКПП,240000,4,"3 поколение, рестайлинг",960,https://auto.drom.ru/spb/mercedes-benz/c-class/858826177.html?from=recommend,13,3.5,52,104,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,3,71.42857142857143,0,2025,6,20,4,2,171,0,3,20
Renault,Clio,2000,230000,"бензин, 1.1 л",58,механика,192000,4,2 поколение,14,https://auto.drom.ru/spb/renault/clio/243701539.html?from=recommend,25,1.1,65,144,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,2,52.72727272727272,0,2025,6,23,0,2,174,0,3,17
BMW,6-Series Gran Turismo,2019,3699000,"дизель, 2.0 л",190,АКПП,150000,2,1 поколение,935,https://auto.drom.ru/spb/bmw/6-series_gran_turismo/876995565.html?from=recommend,6,2.0,5,50,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1,95.0,0,2025,6,19,3,2,170,0,3,21
Audi,A3,2016,3150000,"бензин, 2.0 л",190,робот,125000,4,"3 поколение, рестайлинг",1073,https://auto.drom.ru/spb/audi/a3/555335623.html?from=recommend,9,2.0,3,65,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3,95.0,0,2025,6,15,6,2,166,1,3,25
Land,Rover Range Rover Evoque,2014,1700000,"бензин, 2.0 л",240,АКПП,127130,2,1 поколение,553,https://auto.drom.ru/spb/land_rover/range_rover_evoque/525759915.html?from=recommend,11,2.0,44,401,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,120.0,0,2025,6,30,0,2,181,0,3,10
Kia,Seltos,2020,1979999,"бензин, 1.6 л",121,АКПП,53558,2,1 поколение,175,https://auto.drom.ru/spb/kia/seltos/890857299.html?from=recommend,5,1.6,43,426,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,75.625,0,2025,7,3,3,3,184,0,3,7
Kia,Rio X (X-Line),2020,1900000,"бензин, 1.6 л",123,АКПП,45000,-1,1 поколение,205,https://auto.drom.ru/spb/kia/rio_x-line/869344915.html?from=recommend,5,1.6,43,393,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,76.875,0,2025,6,10,1,2,161,0,3,30
Lexus,RC350,2019,4450000,"бензин, 3.5 л",316,автомат,20150,1,,1073,https://auto.drom.ru/spb/lexus/rc350/581217274.html?from=recommend,6,3.5,45,384,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,90.28571428571429,0,2025,6,18,2,2,169,0,3,22
Mercedes-Benz,S-Class,2015,3850000,"дизель, 3.0 л",249,АКПП,124184,2,6 поколение,1073,https://auto.drom.ru/spb/mercedes-benz/s-class/466076351.html?from=recommend,10,3.0,52,404,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6,83.0,0,2025,6,23,0,2,174,0,3,17
Chrysler,Pacifica,2003,450000,"бензин, 3.5 л",253,АКПП,208000,3,1 поколение,821,https://auto.drom.ru/spb/chrysler/pacifica/583206470.html?from=recommend,22,3.5,14,352,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1,72.28571428571429,0,2025,6,22,6,2,173,1,3,18
BMW,3-Series,2020,2300000,"бензин, 2.0 л",184,АКПП,150000,2,7 поколение,855,https://auto.drom.ru/spb/bmw/3-series/476006420.html?from=recommend,5,2.0,5,23,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,7,92.0,0,2025,6,14,5,2,165,1,3,26
Mercedes-Benz,GLS-Class,2020,7150000,"дизель, 2.9 л",330,АКПП,179000,1,2 поколение,1073,https://auto.drom.ru/spb/mercedes-benz/gls-class/288110848.html?from=recommend,5,2.9,52,219,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,2,113.79310344827587,0,2025,7,3,3,3,184,0,3,7
Skoda,Octavia,2012,1220000,"бензин, 1.8 л",152,АКПП,120000,4,"2 поколение, рестайлинг",390,https://auto.drom.ru/spb/skoda/octavia/205445175.html?from=recommend,13,1.8,70,345,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,84.44444444444444,0,2025,6,10,1,2,161,0,3,30
Kia,Optima,2019,1550000,"бензин, 2.0 л",150,АКПП,159416,3,"4 поколение, рестайлинг",457,https://auto.drom.ru/spb/kia/optima/867595278.html?from=recommend,6,2.0,43,348,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,4,75.0,0,2025,6,9,0,2,160,0,3,31
Mercedes-Benz,G-Class,2020,15100000,"дизель, 2.9 л",330,АКПП,28000,1,3 поколение,984,https://auto.drom.ru/spb/mercedes-benz/g-class/766484161.html?from=recommend,5,2.9,52,204,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,3,113.79310344827587,0,2025,6,21,5,2,172,1,3,19
Porsche,Macan,2019,4369000,"бензин, 2.0 л",252,робот,128000,2,1 поколение,1073,https://auto.drom.ru/spb/porsche/macan/164565117.html?from=recommend,6,2.0,62,304,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,126.0,0,2025,6,16,0,2,167,0,3,24
Foton,Tunland G7,2024,3300000,"дизель, 2.0 л",163,АКПП,0,-1,1 поколение,1073,https://auto.drom.ru/spb/foton/tunland_g7/141684931.html?from=recommend,1,2.0,26,480,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1,81.5,1,2025,7,6,6,3,187,1,3,4
Lexus,NX200,2018,2799777,"бензин, 2.0 л",150,вариатор,83255,1,"1 поколение, рестайлинг",1073,https://auto.drom.ru/spb/lexus/nx200/495367104.html?from=recommend,7,2.0,45,336,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1,75.0,0,2025,7,8,1,3,189,0,3,2
Renault,Sandero Stepway,2017,1049000,"бензин, 1.6 л",102,АКПП,97752,2,2 поколение,209,https://auto.drom.ru/spb/renault/sandero_stepway/389850409.html?from=recommend,8,1.6,65,422,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,63.75,0,2025,7,1,1,3,182,0,3,9
Chevrolet,Volt,2013,1100000,"бензин, 1.4 л, гибрид",83,вариатор,245000,1,1 поколение,48,https://auto.drom.ru/spb/chevrolet/volt/353754339.html?from=recommend,12,,13,497,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1,,0,2025,6,9,0,2,160,0,3,31
Ford,Focus,2015,1100000,"бензин, 2.0 л",150,робот,168000,2,3 поколение,545,https://auto.drom.ru/spb/ford/focus/845448656.html?from=recommend,10,2.0,25,197,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,3,75.0,0,2025,6,19,3,2,170,0,3,21
Skoda,Fabia,2007,515000,"бензин, 1.6 л",105,АКПП,164000,4,2 поколение,1073,https://auto.drom.ru/spb/skoda/fabia/897363841.html?from=recommend,18,1.6,70,193,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,2,65.625,0,2025,6,26,3,2,177,0,3,14
Skoda,Octavia,2013,1200000,"дизель, 2.0 л",143,робот,186684,1,3 поколение,1073,https://auto.drom.ru/spb/skoda/octavia/645147317.html?from=recommend,12,2.0,70,345,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,3,71.5,0,2025,7,6,6,3,187,1,3,4
Ford,Explorer,2013,1370000,"бензин, 3.5 л",360,АКПП,290119,2,5 поколение,829,https://auto.drom.ru/spb/ford/explorer/137393549.html?from=recommend,12,3.5,25,184,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,5,102.85714285714286,0,2025,6,14,5,2,165,1,3,26
Kia,Soul,2017,900000,"бензин, 1.6 л",124,АКПП,100000,1,"2 поколение, рестайлинг",182,https://auto.drom.ru/spb/kia/soul/205856535.html?from=recommend,8,1.6,43,436,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,2,77.5,0,2025,6,15,6,2,166,1,3,25
Peugeot,607,2001,500000,"бензин, 2.2 л",158,механика,191500,-1,1 поколение,635,https://auto.drom.ru/spb/peugeot/607/213746268.html?from=recommend,24,2.2,60,51,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,71.81818181818181,0,2025,7,7,0,3,188,0,3,3
Chevrolet,Aveo,2012,399000,"бензин, 1.6 л",115,АКПП,197969,4,2 поколение,1073,https://auto.drom.ru/spb/chevrolet/aveo/127180960.html?from=recommend,13,1.6,13,92,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,2,71.875,0,2025,7,5,5,3,186,1,3,5
Renault,Logan,2015,550000,"бензин, 1.4 л",75,механика,105000,1,"1 поколение, рестайлинг",1073,https://auto.drom.ru/spb/renault/logan/217001870.html?from=recommend,10,1.4,65,294,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1,53.57142857142858,0,2025,7,7,0,3,188,0,3,3
Volkswagen,Polo,2019,1050000,"бензин, 1.6 л",110,АКПП,110000,-1,"5 поколение, рестайлинг",1073,https://auto.drom.ru/spb/volkswagen/polo/707374448.html?from=recommend,6,1.6,79,364,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,5,68.75,0,2025,6,20,4,2,171,0,3,20
Audi,Q7,2014,2350000,"дизель, 3.0 л",245,АКПП,222000,3,"1 поколение, рестайлинг",1073,https://auto.drom.ru/spb/audi/q7/719758208.html?from=recommend,11,3.0,3,375,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,81.66666666666667,0,2025,7,8,1,3,189,0,3,2
BMW,1-Series,2012,1090000,"бензин, 1.6 л",170,АКПП,199467,4,2 поколение,410,https://auto.drom.ru/spb/bmw/1-series/191969639.html?from=recommend,13,1.6,5,0,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,2,106.25,0,2025,6,29,6,2,180,1,3,11
Infiniti,FX45,2003,900000,"бензин, 4.5 л",315,АКПП,297145,4,1 поколение,875,https://auto.drom.ru/spb/infiniti/fx45/520219149.html?from=recommend,22,4.5,36,192,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1,70.0,0,2025,6,20,4,2,171,0,3,20
Renault,Arkana,2022,2000000,"бензин, 1.3 л",149,вариатор,24235,1,1 поколение,36,https://auto.drom.ru/spb/renault/arkana/552661318.html?from=recommend,3,1.3,65,86,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,1,114.61538461538461,0,2025,6,25,2,2,176,0,3,15
Nissan,Navara,2011,1619000,"дизель, 2.5 л",190,АКПП,199500,2,"2 поколение, рестайлинг",724,https://auto.drom.ru/spb/nissan/navara/190072071.html?from=recommend,14,2.5,57,340,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,76.0,0,2025,6,12,3,2,163,0,3,28
Audi,A8,2013,1700000,"бензин, 3.0 л",290,АКПП,242000,3,3 поколение,802,https://auto.drom.ru/spb/audi/a8/613474863.html?from=recommend,12,3.0,3,72,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,3,96.66666666666667,0,2025,6,21,5,2,172,1,3,19
Volkswagen,Polo,2020,940000,"бензин, 1.6 л",90,механика,120000,2,"5 поколение, рестайлинг",1073,https://auto.drom.ru/spb/volkswagen/polo/579462593.html?from=recommend,5,1.6,79,364,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5,56.25,0,2025,6,21,5,2,172,1,3,19
BMW,6-Series,2012,2690000,"бензин, 4.4 л",407,АКПП,133000,4,3 поколение,939,https://auto.drom.ru/spb/bmw/6-series/263616845.html?from=recommend,13,4.4,5,49,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,3,92.49999999999999,0,2025,6,12,3,2,163,0,3,28
Opel,Astra,2014,565000,"бензин, 1.8 л",140,автомат,181102,3,,1073,https://auto.drom.ru/spb/opel/astra/793155664.html?from=recommend,11,1.8,59,88,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,77.77777777777777,0,2025,6,21,5,2,172,1,3,19
Mitsubishi,Outlander,2012,890000,"бензин, 2.0 л",146,вариатор,320027,2,3 поколение,1073,https://auto.drom.ru/spb/mitsubishi/outlander/532604299.html?from=recommend,13,2.0,54,351,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,3,73.0,0,2025,6,11,2,2,162,0,3,29
Ford,Mondeo,2007,519000,"бензин, 2.3 л",161,АКПП,272000,4,4 поколение,642,https://auto.drom.ru/spb/ford/mondeo/289551962.html?from=recommend,18,2.3,25,323,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,4,70.0,0,2025,6,10,1,2,161,0,3,30
Mercedes-Benz,SLK-Class,2008,3600000,"бензин, 3.0 л",231,АКПП,20000,1,"2 поколение, рестайлинг",1031,https://auto.drom.ru/spb/mercedes-benz/slk-class/155902235.html?from=recommend,17,3.0,52,414,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,2,77.0,0,2025,6,18,2,2,169,0,3,22
BMW,5-Series,2005,900000,"бензин, 3.0 л",258,механика,351000,4,5 поколение,924,https://auto.drom.ru/spb/bmw/5-series/679900076.html?from=recommend,20,3.0,5,43,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,5,86.0,0,2025,7,1,1,3,182,0,3,9
Nissan,X-Trail,2008,999000,"бензин, 2.0 л",137,вариатор,98000,1,2 поколение,1073,https://auto.drom.ru/spb/nissan/x-trail/499035612.html?from=recommend,17,2.0,57,508,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,2,68.5,0,2025,6,19,3,2,170,0,3,21
Mitsubishi,Lancer,2008,542000,"бензин, 1.8 л",143,вариатор,265268,3,10 поколение,1073,https://auto.drom.ru/spb/mitsubishi/lancer/158715273.html?from=recommend,17,1.8,54,282,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,10,79.44444444444444,0,2025,6,20,4,2,171,0,3,20
Mitsubishi,Lancer,2006,490000,"бензин, 1.6 л",98,АКПП,164000,3,"9 поколение, 2 рестайлинг",197,https://auto.drom.ru/spb/mitsubishi/lancer/588296711.html?from=recommend,19,1.6,54,282,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,9,61.25,0,2025,7,8,1,3,189,0,3,2
BMW,3-Series,2020,3980000,"бензин, 2.0 л",184,АКПП,44700,1,7 поколение,856,https://auto.drom.ru/spb/bmw/3-series/630834184.html?from=recommend,5,2.0,5,23,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7,92.0,0,2025,7,3,3,3,184,0,3,7
Lexus,NX200t,2016,2600000,"бензин, 2.0 л",238,АКПП,127000,1,1 поколение,554,https://auto.drom.ru/spb/lexus/nx200t/767625772.html?from=recommend,9,2.0,45,337,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1,119.0,0,2025,7,5,5,3,186,1,3,5
Hyundai,Accent,2004,260000,"бензин, 1.5 л",102,механика,300000,4,2 поколение,144,https://auto.drom.ru/spb/hyundai/accent/725980996.html?from=recommend,21,1.5,35,76,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,2,68.0,0,2025,6,10,1,2,161,0,3,30
Audi,A6,2000,570000,"дизель, 2.5 л",180,механика,410000,3,2 поколение,721,https://auto.drom.ru/spb/audi/a6/615749375.html?from=recommend,25,2.5,3,69,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,2,72.0,0,2025,6,22,6,2,173,1,3,18
Porsche,Cayman,2017,6435000,"бензин, 2.0 л",300,робот,111943,4,3 поколение,1073,https://auto.drom.ru/spb/porsche/cayman/245521217.html?from=recommend,8,2.0,62,137,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,3,150.0,0,2025,6,26,3,2,177,0,3,14
RAM,1500,2025,9999999,"бензин, 3.0 л",540,АКПП,0,-1,"2 поколение, рестайлинг",765,https://auto.drom.ru/spb/ram/1500/258585341.html?from=recommend,0,3.0,63,4,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,2,180.0,1,2025,6,15,6,2,166,1,3,25
Mercedes-Benz,C-Class,2018,2850000,"дизель, 2.0 л",194,АКПП,164000,4,"4 поколение, рестайлинг",959,https://auto.drom.ru/spb/mercedes-benz/c-class/189943749.html?from=recommend,7,2.0,52,104,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,4,97.0,0,2025,6,13,4,2,164,0,3,27
Ford,Explorer,2013,1550000,"бензин, 3.5 л, ГБО",294,АКПП,275000,3,5 поколение,825,https://auto.drom.ru/spb/ford/explorer/519113143.html?from=recommend,12,,25,184,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,5,,0,2025,6,9,0,2,160,0,3,31
Renault,Arkana,2019,1349000,"бензин, 1.6 л",114,вариатор,138000,1,1 поколение,219,https://auto.drom.ru/spb/renault/arkana/229264571.html?from=recommend,6,1.6,65,86,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1,71.25,0,2025,7,3,3,3,184,0,3,7
Toyota,Crown,2016,2550000,"бензин, 2.5 л, гибрид",178,вариатор,179000,2,"14 поколение, рестайлинг",1005,https://auto.drom.ru/spb/toyota/crown/467002339.html?from=recommend,9,,78,157,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,14,,0,2025,7,4,4,3,185,0,3,6
DW,Hower H3,2018,1165000,"бензин, 2.0 л",150,механика,104262,1,1 поколение,528,https://auto.drom.ru/spb/dw_hower/h3/607466374.html?from=recommend,7,2.0,16,243,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,1,75.0,0,2025,6,20,4,2,171,0,3,20
