Марка,Модель,Год выпуска,Цена в г.Владивосток,Цена на аукционе,Двигатель,Мощность,Пробег,URL,Возраст,Марка_код,Модель_код,Коробка передач_механика,Коробка передач_не указано,Цвет_желтый,Цвет_зеленый,Цвет_золотой,Цвет_коричневый,Цвет_не указано,Цвет_оранжевый,Цвет_розовый,Цвет_серебристый,Цвет_серый,Цвет_синий,Цвет_фиолетовый,Цвет_черный,Новый,год,месяц,день,день_недели,квартал,день_года,викенд,сезон,дней_с_публикации
Nissan,"Tiida  автомат, 2016, 8380",2016,3317758,488250,1600,,8380,https://autosender.ru/avto-iz-kitaya/nissan/tiida/19895245,9,51,6114,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2025,3,7,4,1,66,0,2,125
BMW,"X1  автомат, 2016, 9540",2016,3317758,811580,2000,,9540,https://autosender.ru/avto-iz-kitaya/bmw/x1/19891187,9,4,6369,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2025,3,7,4,1,66,0,2,125
Nissan,"Terra  автомат, 2018, 14570",2018,3317758,757330,2500,,14570,https://autosender.ru/avto-iz-kitaya/nissan/terra/19832112,7,51,5980,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2025,3,7,4,1,66,0,2,125
Nissan,"Sylphy Zero Emission  автомат, 2020, 6400",2020,3317758,648830,1600,,6400,https://autosender.ru/avto-iz-kitaya/nissan/sylphy-zero-emission/19908611,5,51,5818,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2025,3,7,4,1,66,0,2,125
Mercedes-Benz,"C-klasse AMG  автомат, 2019, 5700",2019,3317758,7573300,4000,,5700,https://autosender.ru/avto-iz-kitaya/mercedes-benz/c-klasse-amg/19908174,6,49,1692,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0,2025,3,7,4,1,66,0,2,125
Buick,"LaCrosse  автомат, 2020, 5900",2020,3317758,1226050,2000,,5900,https://autosender.ru/avto-iz-kitaya/buick/lacrosse/19908007,5,7,3968,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,2025,3,7,4,1,66,0,2,125
Volkswagen,"Passat CC  автомат, 2013, 14000",2013,3317758,453530,1800,,14000,https://autosender.ru/avto-iz-kitaya/volkswagen/passat-cc/19906302,12,66,4788,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2025,3,7,4,1,66,0,2,125
Mercedes-Benz,"C-klasse AMG  автомат, 2019, 8600",2019,3317758,1505980,1500,,8600,https://autosender.ru/avto-iz-kitaya/mercedes-benz/c-klasse-amg/19905199,6,49,1707,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2025,3,7,4,1,66,0,2,125
Toyota,"Land Cruiser  2016, 13000",2016,3317758,4860800,4000,,13000,https://autosender.ru/avto-iz-kitaya/toyota/land-cruiser/19905060,9,64,4002,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0,2025,3,7,4,1,66,0,2,125
Volkswagen,"Viloran  автомат, 2022, 5400",2022,3317758,2167830,2000,,5400,https://autosender.ru/avto-iz-kitaya/volkswagen/viloran/19904911,3,66,6310,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,2025,3,7,4,1,66,0,2,125
Toyota,"Corolla Cross  автомат, 2018, 7300",2018,3317758,559860,1200,,7300,https://autosender.ru/avto-iz-kitaya/toyota/corolla-cross/19904442,7,64,2445,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2025,3,7,4,1,66,0,2,125
Audi,"Q7  механика, 2010, 18000",2010,3317758,431830,3600,,18000,https://autosender.ru/avto-iz-kitaya/audi/q7/19904300,15,2,5004,True,False,False,False,False,False,False,False,False,False,False,False,False,True,0,2025,3,7,4,1,66,0,2,125
Changan,"UNI-V  автомат, 2024, 1800",2024,3317758,1115380,2000,,1800,https://autosender.ru/avto-iz-kitaya/changan/uni-v/19903554,1,9,6230,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2025,3,7,4,1,66,0,2,125
Nissan,"Qashqai  автомат, 2019, 5600",2019,3317758,757330,2000,,5600,https://autosender.ru/avto-iz-kitaya/nissan/qashqai/19903553,6,51,5028,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2025,3,7,4,1,66,0,2,125
Honda,"City  автомат, 2016, 5000",2016,3317758,648830,1500,,5000,https://autosender.ru/avto-iz-kitaya/honda/city/19903395,9,27,2318,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,2025,3,7,4,1,66,0,2,125
Honda,"Integra  автомат, 2022, 3000",2022,3317758,941780,1500,,3000,https://autosender.ru/avto-iz-kitaya/honda/integra/19902813,3,27,3749,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2025,3,7,4,1,66,0,2,125
Toyota,"Vios  автомат, 2021, 5600",2021,3317758,475230,1500,,5600,https://autosender.ru/avto-iz-kitaya/toyota/vios/19902578,4,64,6327,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2025,3,7,4,1,66,0,2,125
BMW,"1M  автомат, 2021, 3100",2021,3317758,846300,1500,,3100,https://autosender.ru/avto-iz-kitaya/bmw/1m/19902472,4,4,15,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2025,3,7,4,1,66,0,2,125
Honda,"Accord  автомат, 2021, 2500",2021,3317758,1298745,1500,,2500,https://autosender.ru/avto-iz-kitaya/honda/accord/19899943,4,27,1169,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2025,3,7,4,1,66,0,2,125
Buick,"Envision  механика, 2014, 8000",2014,3317758,605430,2000,,8000,https://autosender.ru/avto-iz-kitaya/buick/envision/19897718,11,7,2963,True,False,False,False,False,True,False,False,False,False,False,False,False,False,0,2025,3,7,4,1,66,0,2,125
Audi,"A4  автомат, 2013, 18000",2013,3317758,475230,2000,,18000,https://autosender.ru/avto-iz-kitaya/audi/a4/19897713,12,2,747,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2025,3,7,4,1,66,0,2,125
Buick,"Envision  автомат, 2017, 10000",2017,3317758,496930,1500,,10000,https://autosender.ru/avto-iz-kitaya/buick/envision/19897192,8,7,2941,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2025,3,7,4,1,66,0,2,125
Honda,"CR-V  автомат, 2021, 3700",2021,3317758,1364930,1500,,3700,https://autosender.ru/avto-iz-kitaya/honda/cr-v/19896672,4,27,1930,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,2025,3,7,4,1,66,0,2,125
Honda,"City  автомат, 2023, 400",2023,3317758,974330,1500,,400,https://autosender.ru/avto-iz-kitaya/honda/city/19896602,2,27,2366,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,2025,3,7,4,1,66,0,2,125
Mazda,"3  механика, 2019, 4350",2019,3317758,544670,1500,,4350,https://autosender.ru/avto-iz-kitaya/mazda/3/19895658,6,47,110,True,False,False,False,False,False,False,False,True,False,False,False,False,False,0,2025,3,7,4,1,66,0,2,125
Volvo,"S60  автомат, 2019, 4300",2019,2474877,963480,2000,,4300,https://autosender.ru/avto-iz-kitaya/volvo/s60/19894947,6,67,5536,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2025,3,7,4,1,66,0,2,125
BMW,"X5  автомат, 2017, 9740",2017,2474877,1950830,2000,,9740,https://autosender.ru/avto-iz-kitaya/bmw/x5/19894866,8,4,6538,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0,2025,3,7,4,1,66,0,2,125
Buick,"Encore  автомат, 2020, 7540",2020,2474877,607600,1300,,7540,https://autosender.ru/avto-iz-kitaya/buick/encore/19758244,5,7,2926,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2025,3,7,4,1,66,0,2,125
Mazda,"CX-4  механика, 2020, 7500",2020,2474877,737800,2000,,7500,https://autosender.ru/avto-iz-kitaya/mazda/cx-4/19909298,5,47,2105,True,False,False,False,False,False,False,False,False,False,False,True,False,False,0,2025,3,7,4,1,66,0,2,125
Honda,"Crider  автомат, 2022, 3570",2022,2474877,708505,1000,,3570,https://autosender.ru/avto-iz-kitaya/honda/crider/19908364,3,27,2552,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2025,3,7,4,1,66,0,2,125
Haval,"H6  автомат, 2021, 3490",2021,2474877,1147930,2000,,3490,https://autosender.ru/avto-iz-kitaya/haval/h6/19908092,4,26,3543,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,2025,3,7,4,1,66,0,2,125
Honda,"Elysion  автомат, 2022, 3700",2022,2474877,2265480,2000,,3700,https://autosender.ru/avto-iz-kitaya/honda/elysion/19907625,3,27,2851,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,2025,3,7,4,1,66,0,2,125
Buick,"GL8  механика, 2017, 5000",2017,2474877,1334550,2000,,5000,https://autosender.ru/avto-iz-kitaya/buick/gl8/19906924,8,7,3361,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2025,3,7,4,1,66,0,2,125
Toyota,"Corolla Cross  автомат, 2021, 3800",2021,2474877,757330,1200,,3800,https://autosender.ru/avto-iz-kitaya/toyota/corolla-cross/19905135,4,64,2461,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2025,3,7,4,1,66,0,2,125
Volkswagen,"Beetle  автомат, 2017, 9300",2017,2474877,865830,1400,,9300,https://autosender.ru/avto-iz-kitaya/volkswagen/beetle/19901847,8,66,1433,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,2025,3,7,4,1,66,0,2,125
Mazda,"3  механика, 2022, 4300",2022,2474877,844130,2000,,4300,https://autosender.ru/avto-iz-kitaya/mazda/3/19900669,3,47,129,True,False,False,False,False,False,False,False,False,False,True,False,False,False,0,2025,3,7,4,1,66,0,2,125
Mazda,"CX-5  механика, 2014, 6450",2014,2474877,475230,2000,,6450,https://autosender.ru/avto-iz-kitaya/mazda/cx-5/19899130,11,47,2116,True,False,False,False,False,False,False,False,True,False,False,False,False,False,0,2025,3,7,4,1,66,0,2,125
Haval,"H6  автомат, 2023, 5150",2023,2474877,724780,1500,,5150,https://autosender.ru/avto-iz-kitaya/haval/h6/19896987,2,26,3557,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2025,3,7,4,1,66,0,2,125
Mazda,"Atenza  механика, 2020, 5300",2020,2474877,1147930,2500,,5300,https://autosender.ru/avto-iz-kitaya/mazda/atenza/19895468,5,47,1354,True,False,False,False,False,False,False,False,True,False,False,False,False,False,0,2025,3,7,4,1,66,0,2,125
Toyota,"RAV 4  автомат, 2023, 2100",2023,2474877,1356250,2000,,2100,https://autosender.ru/avto-iz-kitaya/toyota/rav-4/19895439,2,64,5136,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2025,3,7,4,1,66,0,2,125
Mazda,"3  механика, 2017, 11250",2017,2474877,464380,1500,,11250,https://autosender.ru/avto-iz-kitaya/mazda/3/19881022,8,47,92,True,False,False,False,False,False,False,False,True,False,False,False,False,False,0,2025,3,7,4,1,66,0,2,125
Volkswagen,"Jetta  автомат, 2019, 20198400",2019,2474877,726950,1400,,20198400,https://autosender.ru/avto-iz-kitaya/volkswagen/jetta/19795022,6,66,3785,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2025,3,7,4,1,66,0,2,125
Mazda,"CX-4  механика, 2018, 7000",2018,2474877,637980,2000,,7000,https://autosender.ru/avto-iz-kitaya/mazda/cx-4/19792065,7,47,2099,True,False,False,False,False,False,False,False,True,False,False,False,False,False,0,2025,3,7,4,1,66,0,2,125
Mazda,"CX-4  механика, 2018, 8200",2018,2474877,757330,2000,,8200,https://autosender.ru/avto-iz-kitaya/mazda/cx-4/19760657,7,47,2100,True,False,False,False,False,False,False,False,False,True,False,False,False,False,0,2025,3,7,4,1,66,0,2,125
Toyota,"Camry  автомат, 2023, 2500",2023,2474877,1605800,2500,,2500,https://autosender.ru/avto-iz-kitaya/toyota/camry/19908638,2,64,2202,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0,2025,3,7,4,1,66,0,2,125
Toyota,"Corolla Cross  автомат, 2024, 2100",2024,2474877,868000,2000,,2100,https://autosender.ru/avto-iz-kitaya/toyota/corolla-cross/19908166,1,64,2481,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,2025,3,7,4,1,66,0,2,125
Toyota,"C-HR  автомат, 2021, 4500",2021,2474877,1147930,2000,,4500,https://autosender.ru/avto-iz-kitaya/toyota/c-hr/19886689,4,64,1571,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0,2025,3,7,4,1,66,0,2,125
Volkswagen,"Jetta  автомат, 2022, 4390",2022,2474877,963480,1400,,4390,https://autosender.ru/avto-iz-kitaya/volkswagen/jetta/19538270,3,66,3800,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2025,3,7,4,1,66,0,2,125
BMW,"i5  2024, 900",2024,2474877,2384830,2000,,900,https://autosender.ru/avto-iz-kitaya/bmw/i5/19908044,1,4,6990,False,True,False,False,False,False,False,False,False,False,True,False,False,False,1,2025,3,7,4,1,66,0,2,125
Nissan,"Altima  автомат, 2016, 3400",2016,2474877,743225,2000,,3400,https://autosender.ru/avto-iz-kitaya/nissan/altima/19907062,9,51,1240,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2025,3,7,4,1,66,0,2,125
BMW,"5er  автомат, 2020, 8500",2020,2474877,2015930,2000,,8500,https://autosender.ru/avto-iz-kitaya/bmw/5er/19907051,5,4,483,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,2025,3,7,4,1,66,0,2,125
Toyota,"Yaris  автомат, 2022, 3200",2022,2474877,640150,1500,,3200,https://autosender.ru/avto-iz-kitaya/toyota/yaris/19906498,3,64,6836,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2025,3,7,4,1,66,0,2,125
Nissan,"X-Trail  автомат, 2015, 16000",2015,2474877,629300,2500,,16000,https://autosender.ru/avto-iz-kitaya/nissan/x-trail/19905955,10,51,6343,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2025,3,7,4,1,66,0,2,125
Audi,"A6  автомат, 2022, 6400",2022,2474877,2807980,2000,,6400,https://autosender.ru/avto-iz-kitaya/audi/a6/19905792,3,2,920,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,2025,3,7,4,1,66,0,2,125
BMW,"3er  автомат, 2019, 9800",2019,2474877,1399650,2000,,9800,https://autosender.ru/avto-iz-kitaya/bmw/3er/19905523,6,4,242,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2025,3,7,4,1,66,0,2,125
Haval,"M6  автомат, 2021, 4900",2021,2474877,496930,1500,,4900,https://autosender.ru/avto-iz-kitaya/haval/m6/19905035,4,26,4170,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2025,3,7,4,1,66,0,2,125
BMW,"X3 M  автомат, 2019, 5280",2019,2474877,1755530,2000,,5280,https://autosender.ru/avto-iz-kitaya/bmw/x3-m/19904659,6,4,6458,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2025,3,7,4,1,66,0,2,125
Porsche,"Cayenne  автомат, 2016, 9600",2016,2474877,3016300,3000,,9600,https://autosender.ru/avto-iz-kitaya/porsche/cayenne/19903919,9,54,2249,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,2025,3,7,4,1,66,0,2,125
Haval,"H6  автомат, 2021, 4050",2021,2474877,670530,1500,,4050,https://autosender.ru/avto-iz-kitaya/haval/h6/19902537,4,26,3544,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2025,3,7,4,1,66,0,2,125
BMW,"X3 M  автомат, 2019, 9100",2019,2474877,1613395,2000,,9100,https://autosender.ru/avto-iz-kitaya/bmw/x3-m/19902351,6,4,6460,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,2025,3,7,4,1,66,0,2,125
Nissan,"Sylphy Zero Emission  автомат, 2021, 6000",2021,2474877,692230,1600,,6000,https://autosender.ru/avto-iz-kitaya/nissan/sylphy-zero-emission/19902184,4,51,5832,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2025,3,7,4,1,66,0,2,125
BMW,"3er  автомат, 2018, 7000",2018,2474877,1137080,2000,,7000,https://autosender.ru/avto-iz-kitaya/bmw/3er/19902154,7,4,220,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0,2025,3,7,4,1,66,0,2,125
BMW,"X4 M  автомат, 2021, 3300",2021,2474877,2059330,2000,,3300,https://autosender.ru/avto-iz-kitaya/bmw/x4-m/19901761,4,4,6514,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,2025,3,7,4,1,66,0,2,125
Mercedes-Benz,"C-klasse AMG  автомат, 2023, 400",2023,2474877,2602915,1500,,400,https://autosender.ru/avto-iz-kitaya/mercedes-benz/c-klasse-amg/19900869,2,49,1831,False,False,False,False,False,False,True,False,False,False,False,False,False,False,1,2025,3,7,4,1,66,0,2,125
BMW,"5er  автомат, 2018, 8000",2018,2474877,1974700,2000,,8000,https://autosender.ru/avto-iz-kitaya/bmw/5er/19899811,7,4,454,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,2025,3,7,4,1,66,0,2,125
Rolls-Royce,"Phantom  автомат, 2006, 10600",2006,2474877,30249800,6700,,10600,https://autosender.ru/avto-iz-kitaya/rolls-royce/phantom/19899789,19,56,4822,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,2025,3,7,4,1,66,0,2,125
Mercedes-Benz,"C-klasse AMG  автомат, 2025, 400",2025,2474877,2460780,1500,,400,https://autosender.ru/avto-iz-kitaya/mercedes-benz/c-klasse-amg/19897881,0,49,1858,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,2025,3,7,4,1,66,0,2,125
Xpeng,"P7  2024, 2000",2024,2474877,1668730,2000,,2000,https://autosender.ru/avto-iz-kitaya/xpeng/p7/19897279,1,69,4597,False,True,False,False,False,False,False,False,False,True,False,False,False,False,0,2025,3,7,4,1,66,0,2,125
Porsche,"Macan  автомат, 2017, 6600",2017,2474877,1931300,2000,,6600,https://autosender.ru/avto-iz-kitaya/porsche/macan/19896023,8,54,4283,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,2025,3,7,4,1,66,0,2,125
Nissan,"Sylphy Zero Emission  автомат, 2018, 8080",2018,2474877,488250,1600,,8080,https://autosender.ru/avto-iz-kitaya/nissan/sylphy-zero-emission/19895838,7,51,5809,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2025,3,7,4,1,66,0,2,125
Changan,"CS75  автомат, 2022, 1600",2022,2474877,1017730,1500,,1600,https://autosender.ru/avto-iz-kitaya/changan/cs75/19895306,3,9,1993,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,2025,3,7,4,1,66,0,2,125
Xpeng,"P7  2023, 7500",2023,2474877,1515745,2000,,7500,https://autosender.ru/avto-iz-kitaya/xpeng/p7/19893027,2,69,4596,False,True,False,True,False,False,False,False,False,False,False,False,False,False,0,2025,3,7,4,1,66,0,2,125
Porsche,"Macan  автомат, 2017, 7600",2017,3971467,1950830,3000,,7600,https://autosender.ru/avto-iz-kitaya/porsche/macan/19870314,8,54,4284,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2025,3,7,4,1,66,0,2,125
Volkswagen,"Passat CC  автомат, 2021, 4000",2021,3971467,1560230,2000,,4000,https://autosender.ru/avto-iz-kitaya/volkswagen/passat-cc/19901011,4,66,4802,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0,2025,3,7,4,1,66,0,2,125
Porsche,"Boxster  автомат, 2015, 8240",2015,3971467,2265480,2700,,8240,https://autosender.ru/avto-iz-kitaya/porsche/boxster/19881440,10,54,1561,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,2025,3,7,4,1,66,0,2,125
Volkswagen,"Passat  автомат, 2017, 11000",2017,3971467,954800,1800,,11000,https://autosender.ru/avto-iz-kitaya/volkswagen/passat/19902159,8,66,4680,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,2025,3,7,4,1,66,0,2,125
Mercedes-Benz,"GLA-klasse AMG  автомат, 2018, 6390",2018,3971467,865830,1600,,6390,https://autosender.ru/avto-iz-kitaya/mercedes-benz/gla-klasse-amg/19902339,7,49,3395,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0,2025,3,7,4,1,66,0,2,125
Buick,"GL8  механика, 2017, 10000",2017,3971467,1408330,2000,,10000,https://autosender.ru/avto-iz-kitaya/buick/gl8/19898992,8,7,3345,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2025,3,7,4,1,66,0,2,125
Mercedes-Benz,"GLK-klasse  автомат, 2015, 9900",2015,3971467,746480,2000,,9900,https://autosender.ru/avto-iz-kitaya/mercedes-benz/glk-klasse/19898224,10,49,3471,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0,2025,3,7,4,1,66,0,2,125
Mercedes-Benz,"GLK-klasse  автомат, 2013, 6800",2013,3971467,833280,3000,,6800,https://autosender.ru/avto-iz-kitaya/mercedes-benz/glk-klasse/19894720,12,49,3461,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0,2025,3,7,4,1,66,0,2,125
Buick,"Envision  автомат, 2021, 4790",2021,3971467,1030750,1500,,4790,https://autosender.ru/avto-iz-kitaya/buick/envision/19905022,4,7,2951,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0,2025,3,7,4,1,66,0,2,125
Honda,"Crider  автомат, 2016, 10000",2016,3971467,562030,1800,,10000,https://autosender.ru/avto-iz-kitaya/honda/crider/19901705,9,27,2539,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2025,3,7,4,1,66,0,2,125
Honda,"Accord  автомат, 2016, 11580",2016,3971467,749735,2000,,11580,https://autosender.ru/avto-iz-kitaya/honda/accord/19897499,9,27,1145,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2025,3,7,4,1,66,0,2,125
Land,"Rover Discovery Sport  автомат, 2019, 6200",2019,3971467,1126230,2000,,6200,https://autosender.ru/avto-iz-kitaya/land-rover/discovery-sport/19904643,6,38,5263,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2025,3,7,4,1,66,0,2,125
Honda,"Accord  автомат, 2016, 12000",2016,3971467,737800,2000,,12000,https://autosender.ru/avto-iz-kitaya/honda/accord/19904301,9,27,1146,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2025,3,7,4,1,66,0,2,125
Land,"Rover Discovery Sport  автомат, 2016, 6500",2016,3971467,1180480,2000,,6500,https://autosender.ru/avto-iz-kitaya/land-rover/discovery-sport/19901392,9,38,5251,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2025,3,7,4,1,66,0,2,125
Land,"Rover Range Rover Evoque  автомат, 2016, 10000",2016,3971467,846300,2000,,10000,https://autosender.ru/avto-iz-kitaya/land-rover/range-rover-evoque/19900825,9,38,5327,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2025,3,7,4,1,66,0,2,125
Audi,"A6  автомат, 2018, 12500",2018,3971467,1551550,2000,,12500,https://autosender.ru/avto-iz-kitaya/audi/a6/19899060,7,2,866,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2025,3,7,4,1,66,0,2,125
Honda,"Accord  автомат, 2018, 11200",2018,3971467,949375,1500,,11200,https://autosender.ru/avto-iz-kitaya/honda/accord/19898728,7,27,1152,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2025,3,7,4,1,66,0,2,125
Land,"Rover Range Rover Evoque  автомат, 2015, 11000",2015,3971467,724780,2000,,11000,https://autosender.ru/avto-iz-kitaya/land-rover/range-rover-evoque/19897101,10,38,5319,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2025,3,7,4,1,66,0,2,125
Land,"Rover Freelander  механика, 2014, 11200",2014,3971467,520800,2000,,11200,https://autosender.ru/avto-iz-kitaya/land-rover/freelander/19896234,11,38,5296,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2025,3,7,4,1,66,0,2,125
Land,"Rover Range Rover Evoque  механика, 2013, 20300",2013,3971467,583730,2000,,20300,https://autosender.ru/avto-iz-kitaya/land-rover/range-rover-evoque/19895395,12,38,5397,True,False,False,False,False,False,False,False,True,False,False,False,False,False,0,2025,3,7,4,1,66,0,2,125
Land,"Rover Defender  автомат, 2021, 2300",2021,3971467,6683600,3000,,2300,https://autosender.ru/avto-iz-kitaya/land-rover/defender/19895155,4,38,5224,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0,2025,3,7,4,1,66,0,2,125
Land,"Rover Range Rover Evoque  автомат, 2016, 11200",2016,3971467,759500,2000,,11200,https://autosender.ru/avto-iz-kitaya/land-rover/range-rover-evoque/19902059,9,38,5328,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2025,3,7,4,1,66,0,2,125
Land,"Rover Range Rover Evoque  автомат, 2021, 8850",2021,3971467,10719800,3000,,8850,https://autosender.ru/avto-iz-kitaya/land-rover/range-rover-evoque/19900721,4,38,5368,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2025,3,7,4,1,66,0,2,125
Honda,"HR-V  автомат, 2015, 10400",2015,3971467,605430,1800,,10400,https://autosender.ru/avto-iz-kitaya/honda/hr-v/19900000,10,27,3580,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2025,3,7,4,1,66,0,2,125
Audi,"A6  автомат, 2021, 11000",2021,3971467,2083200,2000,,11000,https://autosender.ru/avto-iz-kitaya/audi/a6/19899895,4,2,896,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,2025,3,7,4,1,66,0,2,125
BMW,"3er  автомат, 2015, 9600",2015,3971467,540330,2000,,9600,https://autosender.ru/avto-iz-kitaya/bmw/3er/19895624,10,4,189,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2025,3,7,4,1,66,0,2,125
Land,"Rover Range Rover Evoque  автомат, 2021, 13600",2021,3971467,9309300,3000,,13600,https://autosender.ru/avto-iz-kitaya/land-rover/range-rover-evoque/19894071,4,38,5362,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2025,3,7,4,1,66,0,2,125
BMW,"X1  автомат, 2014, 8500",2014,3971467,529480,2000,,8500,https://autosender.ru/avto-iz-kitaya/bmw/x1/19908259,11,4,6364,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0,2025,3,7,4,1,66,0,2,125
BMW,"3er  механика, 2011, 10000",2011,3971467,301630,2000,,10000,https://autosender.ru/avto-iz-kitaya/bmw/3er/19906801,14,4,332,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2025,3,7,4,1,66,0,2,125
Geely,"Xingrui  автомат, 2023, 100",2023,3971467,865830,1500,,100,https://autosender.ru/avto-iz-kitaya/geely/xingrui/19902714,2,24,6767,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,2025,3,7,4,1,66,0,2,125
Geely,"Coolray  автомат, 2023, 60",2023,3971467,713930,1500,,60,https://autosender.ru/avto-iz-kitaya/geely/coolray/19901968,2,24,2411,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,2025,3,7,4,1,66,0,2,125
Geely,"Xingyue  автомат, 2021, 7000",2021,3971467,1019900,2000,,7000,https://autosender.ru/avto-iz-kitaya/geely/xingyue/19900377,4,24,6800,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,2025,3,7,4,1,66,0,2,125
BMW,"1er  автомат, 2013, 5800",2013,3971467,464380,1600,,5800,https://autosender.ru/avto-iz-kitaya/bmw/1er/19900212,12,4,38,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2025,3,7,4,1,66,0,2,125
Geely,"Xingyue  автомат, 2024, 1600",2024,3971467,1267280,2000,,1600,https://autosender.ru/avto-iz-kitaya/geely/xingyue/19900066,1,24,6809,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0,2025,3,7,4,1,66,0,2,125
