Марка,Модель,Год выпуска,Цена в г.Владивосток,Цена на аукционе,Двигатель,Мощность,Пробег,URL,Возраст,Марка_код,Модель_код,Коробка передач_механика,Коробка передач_не указано,Цвет_желтый,Цвет_зеленый,Цвет_золотой,Цвет_коричневый,Цвет_не указано,Цвет_оранжевый,Цвет_розовый,Цвет_серебристый,Цвет_серый,Цвет_синий,Цвет_фиолетовый,Цвет_черный,Новый,год,месяц,день,день_недели,квартал,день_года,викенд,сезон,дней_с_публикации
BMW,"3er  автомат, 2020, 7000",2020,1400645,1777230,2000,,7000,https://autosender.ru/avto-iz-kitaya/bmw/3er/19896934,5,4,257,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2025,3,7,4,1,66,0,2,125
BMW,"5er  автомат, 2021, 5000",2021,1400645,1950830,2000,,5000,https://autosender.ru/avto-iz-kitaya/bmw/5er/19896865,4,4,493,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,2025,3,7,4,1,66,0,2,125
BMW,"6er  автомат, 2013, 8000",2013,1400645,2039800,3000,,8000,https://autosender.ru/avto-iz-kitaya/bmw/6er/19896816,12,4,549,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2025,3,7,4,1,66,0,2,125
Mazda,"CX-5  механика, 2020, 4700",2020,1400645,1343230,2000,,4700,https://autosender.ru/avto-iz-kitaya/mazda/cx-5/19896649,5,47,2134,True,False,False,False,False,False,False,False,True,False,False,False,False,False,0,2025,3,7,4,1,66,0,2,125
BMW,"7er  автомат, 2021, 6700",2021,1400645,4847780,3000,,6700,https://autosender.ru/avto-iz-kitaya/bmw/7er/19896504,4,4,618,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,2025,3,7,4,1,66,0,2,125
BMW,"5er  автомат, 2019, 8000",2019,1400645,1822800,2000,,8000,https://autosender.ru/avto-iz-kitaya/bmw/5er/19896227,6,4,464,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2025,3,7,4,1,66,0,2,125
Mercedes-Benz,"GLB AMG  автомат, 2022, 5000",2022,1400645,1833650,2000,,5000,https://autosender.ru/avto-iz-kitaya/mercedes-benz/glb-amg/19896050,3,49,3426,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,2025,3,7,4,1,66,0,2,125
Nissan,"Tiida  автомат, 2024, 1590",2024,1400645,822430,1600,,1590,https://autosender.ru/avto-iz-kitaya/nissan/tiida/19895512,1,51,6122,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2025,3,7,4,1,66,0,2,125
Mercedes-Benz,"A-klasse AMG  автомат, 2021, 2700",2021,1400645,1409415,1300,,2700,https://autosender.ru/avto-iz-kitaya/mercedes-benz/a-klasse-amg/19895145,4,49,655,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2025,3,7,4,1,66,0,2,125
Mercedes-Benz,"C-klasse AMG  автомат, 2020, 9000",2020,1400645,1605800,1500,,9000,https://autosender.ru/avto-iz-kitaya/mercedes-benz/c-klasse-amg/19893871,5,49,1738,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0,2025,3,7,4,1,66,0,2,125
Honda,"Accord  автомат, 2016, 11200",2016,1400645,781200,2000,,11200,https://autosender.ru/avto-iz-kitaya/honda/accord/19889761,9,27,1144,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2025,3,7,4,1,66,0,2,125
Mercedes-Benz,"C-klasse AMG  автомат, 2019, 6900",2019,1400645,1614480,1500,,6900,https://autosender.ru/avto-iz-kitaya/mercedes-benz/c-klasse-amg/19887607,6,49,1698,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2025,3,7,4,1,66,0,2,125
Mercedes-Benz,"C-klasse AMG  автомат, 2020, 5000",2020,1400645,2766750,2000,,5000,https://autosender.ru/avto-iz-kitaya/mercedes-benz/c-klasse-amg/19882655,5,49,1722,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,2025,3,7,4,1,66,0,2,125
Mercedes-Benz,"C-klasse AMG  автомат, 2020, 3800",2020,2675329,1809780,1500,,3800,https://autosender.ru/avto-iz-kitaya/mercedes-benz/c-klasse-amg/19830174,5,49,1719,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2025,3,7,4,1,66,0,2,125
BMW,"3er  автомат, 2017, 9490",2017,2675329,900550,2000,,9490,https://autosender.ru/avto-iz-kitaya/bmw/3er/19762166,8,4,208,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,2025,3,7,4,1,66,0,2,125
Honda,"CR-V  автомат, 2019, 20196620",2019,2675329,1126230,1500,,20196620,https://autosender.ru/avto-iz-kitaya/honda/cr-v/19736955,6,27,1918,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2025,3,7,4,1,66,0,2,125
Nissan,"Altima  автомат, 2016, 13260",2016,2675329,564200,2000,,13260,https://autosender.ru/avto-iz-kitaya/nissan/altima/19907961,9,51,1237,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2025,3,7,4,1,66,0,2,125
Mercedes-Benz,"GLK-klasse  автомат, 2015, 12000",2015,2675329,974330,2000,,12000,https://autosender.ru/avto-iz-kitaya/mercedes-benz/glk-klasse/19905744,10,49,3468,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2025,3,7,4,1,66,0,2,125
Nissan,"Tiida  автомат, 2024, 100",2024,2675329,909230,1600,,100,https://autosender.ru/avto-iz-kitaya/nissan/tiida/19905097,1,51,6121,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,2025,3,7,4,1,66,0,2,125
Nissan,"Altima  автомат, 2021, 4800",2021,2675329,963480,2000,,4800,https://autosender.ru/avto-iz-kitaya/nissan/altima/19904125,4,51,1258,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2025,3,7,4,1,66,0,2,125
Nissan,"Bluebird  автомат, 2019, 7000",2019,2675329,464380,1600,,7000,https://autosender.ru/avto-iz-kitaya/nissan/bluebird/19902707,6,51,1512,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2025,3,7,4,1,66,0,2,125
Nissan,"Sylphy Zero Emission  автомат, 2021, 5700",2021,2675329,572880,1600,,5700,https://autosender.ru/avto-iz-kitaya/nissan/sylphy-zero-emission/19902559,4,51,5831,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2025,3,7,4,1,66,0,2,125
Nissan,"Altima  автомат, 2016, 13000",2016,2675329,531650,2000,,13000,https://autosender.ru/avto-iz-kitaya/nissan/altima/19902297,9,51,1236,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,2025,3,7,4,1,66,0,2,125
Nissan,"Tiida  автомат, 2011, 12200",2011,2675329,290780,1600,,12200,https://autosender.ru/avto-iz-kitaya/nissan/tiida/19902141,14,51,6104,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0,2025,3,7,4,1,66,0,2,125
Toyota,"Sienna  автомат, 2023, 3820",2023,2675329,2658250,2500,,3820,https://autosender.ru/avto-iz-kitaya/toyota/sienna/19898010,2,64,5680,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0,2025,3,7,4,1,66,0,2,125
Nissan,"Sunny  механика, 2014, 8400",2014,2675329,236530,1500,,8400,https://autosender.ru/avto-iz-kitaya/nissan/sunny/19897950,11,51,5768,True,False,False,False,False,False,False,False,False,False,False,False,False,True,0,2025,3,7,4,1,66,0,2,125
Nissan,"Sylphy Zero Emission  автомат, 2022, 1890",2022,2675329,709590,1600,,1890,https://autosender.ru/avto-iz-kitaya/nissan/sylphy-zero-emission/19897410,3,51,5837,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,2025,3,7,4,1,66,0,2,125
Audi,"Q2  2019, 7400",2019,2675329,713930,2000,,7400,https://autosender.ru/avto-iz-kitaya/audi/q2/19896986,6,2,4871,False,True,False,False,False,False,False,False,False,False,False,False,False,True,0,2025,3,7,4,1,66,0,2,125
Nissan,"Tiida  автомат, 2019, 4000",2019,2675329,529480,1600,,4000,https://autosender.ru/avto-iz-kitaya/nissan/tiida/19895862,6,51,6116,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2025,3,7,4,1,66,0,2,125
BMW,"X3 M  автомат, 2021, 5340",2021,2675329,2167830,2000,,5340,https://autosender.ru/avto-iz-kitaya/bmw/x3-m/19869766,4,4,6479,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2025,3,7,4,1,66,0,2,125
Toyota,"Corolla Levin  автомат, 2021, 4800",2021,2675329,648830,1200,,4800,https://autosender.ru/avto-iz-kitaya/toyota/corolla-levin/19907324,4,64,2513,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0,2025,3,7,4,1,66,0,2,125
Mercedes-Benz,"AMG GT  автомат, 2019, 4900",2019,2675329,6379800,3000,,4900,https://autosender.ru/avto-iz-kitaya/mercedes-benz/amg-gt/19903123,6,49,1091,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0,2025,3,7,4,1,66,0,2,125
Land,"Rover Range Rover Evoque  механика, 2013, 10000",2013,2675329,705250,2000,,10000,https://autosender.ru/avto-iz-kitaya/land-rover/range-rover-evoque/19902124,12,38,5394,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2025,3,7,4,1,66,0,2,125
Jeep,"Commander  автомат, 2022, 5020",2022,2675329,1288980,2000,,5020,https://autosender.ru/avto-iz-kitaya/jeep/commander/19899188,3,36,2380,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,2025,3,7,4,1,66,0,2,125
Mercedes-Benz,"GLA-klasse AMG  автомат, 2015, 13500",2015,2675329,744310,2000,,13500,https://autosender.ru/avto-iz-kitaya/mercedes-benz/gla-klasse-amg/19895023,10,49,3375,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,2025,3,7,4,1,66,0,2,125
Land,"Rover Range Rover Evoque  автомат, 2017, 8620",2017,2675329,5728800,3000,,8620,https://autosender.ru/avto-iz-kitaya/land-rover/range-rover-evoque/19811913,8,38,5344,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2025,3,7,4,1,66,0,2,125
Land,"Rover Range Rover Evoque  автомат, 2015, 12000",2015,2675329,562030,2000,,12000,https://autosender.ru/avto-iz-kitaya/land-rover/range-rover-evoque/19908344,10,38,5321,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2025,3,7,4,1,66,0,2,125
BAIC,"EU5  2017, 17000",2017,2675329,279930,2000,,17000,https://autosender.ru/avto-iz-kitaya/baic/eu5/19907992,8,3,2720,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0,2025,3,7,4,1,66,0,2,125
Land,"Rover Range Rover Evoque  автомат, 2016, 4000",2016,2675329,941780,2000,,4000,https://autosender.ru/avto-iz-kitaya/land-rover/range-rover-evoque/19907865,9,38,5333,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2025,3,7,4,1,66,0,2,125
Audi,"A6  автомат, 2018, 4900",2018,2675329,1877050,1800,,4900,https://autosender.ru/avto-iz-kitaya/audi/a6/19907278,7,2,871,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,2025,3,7,4,1,66,0,2,125
Land,"Rover Discovery Sport  автомат, 2020, 3000",2020,2675329,1247750,2000,,3000,https://autosender.ru/avto-iz-kitaya/land-rover/discovery-sport/19907135,5,38,5268,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0,2025,3,7,4,1,66,0,2,125
Volkswagen,"Polo  механика, 2013, 3000",2013,2675329,312480,1400,,3000,https://autosender.ru/avto-iz-kitaya/volkswagen/polo/19906641,12,66,4846,True,False,False,False,False,False,False,False,True,False,False,False,False,False,0,2025,3,7,4,1,66,0,2,125
Nissan,"Altima  автомат, 2021, 4000",2021,2675329,922250,2000,,4000,https://autosender.ru/avto-iz-kitaya/nissan/altima/19906555,4,51,1257,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,2025,3,7,4,1,66,0,2,125
Toyota,"Corolla Levin  автомат, 2021, 2900",2021,2675329,789880,1200,,2900,https://autosender.ru/avto-iz-kitaya/toyota/corolla-levin/19906395,4,64,2507,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0,2025,3,7,4,1,66,0,2,125
Mercedes-Benz,"EQE  2022, 4300",2022,2675329,2590980,2000,,4300,https://autosender.ru/avto-iz-kitaya/mercedes-benz/eqe/19905864,3,49,2670,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0,2025,3,7,4,1,66,0,2,125
Cadillac,"XTS  механика, 2017, 7600",2017,2675329,806155,2000,,7600,https://autosender.ru/avto-iz-kitaya/cadillac/xts/19905863,8,8,6740,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2025,3,7,4,1,66,0,2,125
Geely,"Xingyuan  2025, 10",2025,2675329,651000,2000,,10,https://autosender.ru/avto-iz-kitaya/geely/xingyuan/19905553,0,24,6781,False,True,False,False,False,False,False,False,False,False,False,False,False,False,1,2025,3,7,4,1,66,0,2,125
Volkswagen,"Lavida  автомат, 2022, 2900",2022,2675329,833280,1400,,2900,https://autosender.ru/avto-iz-kitaya/volkswagen/lavida/19904667,3,66,4081,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2025,3,7,4,1,66,0,2,125
Porsche,"718  автомат, 2023, 530",2023,2675329,5186300,2000,,530,https://autosender.ru/avto-iz-kitaya/porsche/718/19904651,2,54,587,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,2025,3,7,4,1,66,0,2,125
Porsche,"Cayenne  автомат, 2011, 15300",2011,2675329,1714300,3000,,15300,https://autosender.ru/avto-iz-kitaya/porsche/cayenne/19904115,14,54,2235,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2025,3,7,4,1,66,0,2,125
Audi,"A3  автомат, 2021, 5000",2021,2675329,1169630,1400,,5000,https://autosender.ru/avto-iz-kitaya/audi/a3/19903508,4,2,715,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2025,3,7,4,1,66,0,2,125
Mercedes-Benz,"GLA-klasse AMG  автомат, 2020, 5000",2020,2675329,1302000,1300,,5000,https://autosender.ru/avto-iz-kitaya/mercedes-benz/gla-klasse-amg/19903454,5,49,3406,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0,2025,3,7,4,1,66,0,2,125
Volkswagen,"Arteon  автомат, 2019, 3400",2019,2675329,854980,1400,,3400,https://autosender.ru/avto-iz-kitaya/volkswagen/arteon/19903384,6,66,1313,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2025,3,7,4,1,66,0,2,125
Audi,"A3  автомат, 2017, 4500",2017,2675329,790965,1400,,4500,https://autosender.ru/avto-iz-kitaya/audi/a3/19903138,8,2,692,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2025,3,7,4,1,66,0,2,125
Audi,"Q2  2019, 6900",2019,2675329,648830,2000,,6900,https://autosender.ru/avto-iz-kitaya/audi/q2/19903049,6,2,4870,False,True,False,False,False,False,True,False,False,False,False,False,False,False,0,2025,3,7,4,1,66,0,2,125
Nissan,"Livina  автомат, 2010, 16000",2010,2675329,171430,1600,,16000,https://autosender.ru/avto-iz-kitaya/nissan/livina/19902925,15,51,4136,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0,2025,3,7,4,1,66,0,2,125
Nissan,"Sylphy Zero Emission  автомат, 2016, 14600",2016,2675329,388430,1600,,14600,https://autosender.ru/avto-iz-kitaya/nissan/sylphy-zero-emission/19902687,9,51,5797,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,2025,3,7,4,1,66,0,2,125
Cadillac,"CT4  автомат, 2021, 3200",2021,2675329,1147930,2000,,3200,https://autosender.ru/avto-iz-kitaya/cadillac/ct4/19902630,4,8,2034,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0,2025,3,7,4,1,66,0,2,125
Volkswagen,"T-Roc  автомат, 2023, 3310",2023,2675329,1030750,1500,,3310,https://autosender.ru/avto-iz-kitaya/volkswagen/t-roc/19902521,2,66,5882,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2025,3,7,4,1,66,0,2,125
Cadillac,"XT5  2016, 13000",2016,2675329,909230,2000,,13000,https://autosender.ru/avto-iz-kitaya/cadillac/xt5/19902026,9,8,6717,False,True,False,False,False,False,True,False,False,False,False,False,False,False,0,2025,3,7,4,1,66,0,2,125
Geely,"Galaxy L7  автомат, 2023, 3500",2023,2675329,1082830,1500,,3500,https://autosender.ru/avto-iz-kitaya/geely/galaxy-l7/19901824,2,24,3501,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2025,3,7,4,1,66,0,2,125
Audi,"A4  автомат, 2020, 4600",2020,2675329,1627500,2000,,4600,https://autosender.ru/avto-iz-kitaya/audi/a4/19901402,5,2,787,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2025,3,7,4,1,66,0,2,125
Cadillac,"XT4  автомат, 2018, 9200",2018,2675329,933100,2000,,9200,https://autosender.ru/avto-iz-kitaya/cadillac/xt4/19900929,7,8,6707,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0,2025,3,7,4,1,66,0,2,125
Porsche,"Panamera  автомат, 2021, 2700",2021,10166195,8658300,2900,,2700,https://autosender.ru/avto-iz-kitaya/porsche/panamera/19900853,4,54,4635,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0,2025,3,7,4,1,66,0,2,125
Geely,"LC  2023, 3700",2023,10166195,290780,2000,,3700,https://autosender.ru/avto-iz-kitaya/geely/lc/19900571,2,24,3944,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0,2025,3,7,4,1,66,0,2,125
Volkswagen,"Tiguan  автомат, 2021, 4300",2021,10166195,1291150,2000,,4300,https://autosender.ru/avto-iz-kitaya/volkswagen/tiguan/19900554,4,66,6052,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,2025,3,7,4,1,66,0,2,125
Nissan,"Terra  автомат, 2018, 5500",2018,10166195,952630,2500,,5500,https://autosender.ru/avto-iz-kitaya/nissan/terra/19900365,7,51,5982,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2025,3,7,4,1,66,0,2,125
Porsche,"Macan  автомат, 2014, 12400",2014,10166195,1299830,2000,,12400,https://autosender.ru/avto-iz-kitaya/porsche/macan/19899581,11,54,4268,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0,2025,3,7,4,1,66,0,2,125
Porsche,"Panamera  автомат, 2022, 4600",2022,10166195,8332800,2900,,4600,https://autosender.ru/avto-iz-kitaya/porsche/panamera/19898699,3,54,4644,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0,2025,3,7,4,1,66,0,2,125
Porsche,"Cayenne  автомат, 2016, 7700",2016,10166195,2753730,3000,,7700,https://autosender.ru/avto-iz-kitaya/porsche/cayenne/19898636,9,54,2247,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0,2025,3,7,4,1,66,0,2,125
Mercedes-Benz,"GLA-klasse AMG  автомат, 2020, 4300",2020,10166195,1483195,1300,,4300,https://autosender.ru/avto-iz-kitaya/mercedes-benz/gla-klasse-amg/19897748,5,49,3404,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,2025,3,7,4,1,66,0,2,125
Audi,"A3  автомат, 2023, 2000",2023,10166195,1334550,1400,,2000,https://autosender.ru/avto-iz-kitaya/audi/a3/19897703,2,2,727,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2025,3,7,4,1,66,0,2,125
Mercedes-Benz,"C-klasse AMG  автомат, 2020, 3900",2020,10166195,1516830,1500,,3900,https://autosender.ru/avto-iz-kitaya/mercedes-benz/c-klasse-amg/19897289,5,49,1720,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0,2025,3,7,4,1,66,0,2,125
Nissan,"Sylphy Zero Emission  автомат, 2016, 8700",2016,10166195,420980,1600,,8700,https://autosender.ru/avto-iz-kitaya/nissan/sylphy-zero-emission/19896670,9,51,5800,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0,2025,3,7,4,1,66,0,2,125
Geely,"Haoyue  автомат, 2022, 4500",2022,10166195,705250,1800,,4500,https://autosender.ru/avto-iz-kitaya/geely/haoyue/19896436,3,24,3656,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2025,3,7,4,1,66,0,2,125
Geely,"FC  автомат, 2020, 20201230",2020,10166195,521885,1400,,20201230,https://autosender.ru/avto-iz-kitaya/geely/fc/19896216,5,24,3083,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2025,3,7,4,1,66,0,2,125
Nissan,"Bluebird  автомат, 2016, 10000",2016,10166195,410130,1600,,10000,https://autosender.ru/avto-iz-kitaya/nissan/bluebird/19895832,9,51,1509,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,2025,3,7,4,1,66,0,2,125
Porsche,"Cayenne  автомат, 2024, 1000",2024,10166195,8549800,3000,,1000,https://autosender.ru/avto-iz-kitaya/porsche/cayenne/19895681,1,54,2267,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,2025,3,7,4,1,66,0,2,125
Mercedes-Benz,"C-klasse AMG  автомат, 2021, 3000",2021,10166195,1831480,1500,,3000,https://autosender.ru/avto-iz-kitaya/mercedes-benz/c-klasse-amg/19895325,4,49,1750,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2025,3,7,4,1,66,0,2,125
BYD,"Song EV  автомат, 2024, 4000",2024,10166195,1039430,1500,,4000,https://autosender.ru/avto-iz-kitaya/byd/song-ev/19895079,1,5,5739,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2025,3,7,4,1,66,0,2,125
Honda,"CR-V  автомат, 2021, 8300",2021,10166195,1180480,1500,,8300,https://autosender.ru/avto-iz-kitaya/honda/cr-v/19895065,4,27,1945,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,2025,3,7,4,1,66,0,2,125
Audi,"A3  автомат, 2023, 2430",2023,10166195,1377950,1400,,2430,https://autosender.ru/avto-iz-kitaya/audi/a3/19894986,2,2,728,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0,2025,3,7,4,1,66,0,2,125
Porsche,"Cayman  автомат, 2006, 14600",2006,10166195,1822800,3400,,14600,https://autosender.ru/avto-iz-kitaya/porsche/cayman/19889864,19,54,2278,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,2025,3,7,4,1,66,0,2,125
Toyota,"Corolla Cross  автомат, 2019, 2900",2019,10166195,648830,1200,,2900,https://autosender.ru/avto-iz-kitaya/toyota/corolla-cross/19889674,6,64,2446,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0,2025,3,7,4,1,66,0,2,125
Nissan,"Sylphy Zero Emission  механика, 2019, 8000",2019,10166195,401450,1600,,8000,https://autosender.ru/avto-iz-kitaya/nissan/sylphy-zero-emission/19887360,6,51,5864,True,False,False,False,False,False,False,False,False,False,True,False,False,False,0,2025,3,7,4,1,66,0,2,125
Mercedes-Benz,"GLB AMG  автомат, 2023, 3900",2023,10166195,1985550,2000,,3900,https://autosender.ru/avto-iz-kitaya/mercedes-benz/glb-amg/19886272,2,49,3434,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,2025,3,7,4,1,66,0,2,125
Toyota,"C-HR  автомат, 2020, 3800",2020,10166195,1082830,2000,,3800,https://autosender.ru/avto-iz-kitaya/toyota/c-hr/19879348,5,64,1569,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0,2025,3,7,4,1,66,0,2,125
Land,"Rover Discovery Sport  автомат, 2022, 2600",2022,10166195,1939980,2000,,2600,https://autosender.ru/avto-iz-kitaya/land-rover/discovery-sport/19879189,3,38,5283,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,2025,3,7,4,1,66,0,2,125
Mercedes-Benz,"GLA-klasse AMG  автомат, 2020, 2800",2020,10166195,1605800,1300,,2800,https://autosender.ru/avto-iz-kitaya/mercedes-benz/gla-klasse-amg/19878054,5,49,3402,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2025,3,7,4,1,66,0,2,125
Land,"Rover Defender  автомат, 2020, 7980",2020,10166195,5728800,3000,,7980,https://autosender.ru/avto-iz-kitaya/land-rover/defender/19841629,5,38,5223,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0,2025,3,7,4,1,66,0,2,125
Land,"Rover Range Rover Evoque  автомат, 2020, 4400",2020,10166195,1732745,2000,,4400,https://autosender.ru/avto-iz-kitaya/land-rover/range-rover-evoque/19907535,5,38,5352,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2025,3,7,4,1,66,0,2,125
Volkswagen,"Lavida  механика, 2017, 5000",2017,10166195,412300,1600,,5000,https://autosender.ru/avto-iz-kitaya/volkswagen/lavida/19905896,8,66,4096,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2025,3,7,4,1,66,0,2,125
Volkswagen,"Polo  механика, 2018, 3900",2018,10166195,540330,1500,,3900,https://autosender.ru/avto-iz-kitaya/volkswagen/polo/19905358,7,66,4854,True,False,False,False,False,False,False,True,False,False,False,False,False,False,0,2025,3,7,4,1,66,0,2,125
Geely,"Xingyuan  2025, 10",2025,10166195,724780,2000,,10,https://autosender.ru/avto-iz-kitaya/geely/xingyuan/19902570,0,24,6781,False,True,False,False,True,False,False,False,False,False,False,False,False,False,1,2025,3,7,4,1,66,0,2,125
Mercedes-Benz,"C-klasse AMG  автомат, 2015, 13000",2015,10166195,1009050,2000,,13000,https://autosender.ru/avto-iz-kitaya/mercedes-benz/c-klasse-amg/19902414,10,49,1600,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2025,3,7,4,1,66,0,2,125
Volkswagen,"Lavida  автомат, 2023, 2300",2023,10166195,846300,1400,,2300,https://autosender.ru/avto-iz-kitaya/volkswagen/lavida/19900394,2,66,4083,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2025,3,7,4,1,66,0,2,125
Porsche,"Cayenne  автомат, 2015, 12000",2015,10166195,2224250,3000,,12000,https://autosender.ru/avto-iz-kitaya/porsche/cayenne/19900049,10,54,2243,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,2025,3,7,4,1,66,0,2,125
Geely,"Haoyue  автомат, 2022, 20224970",2022,10166195,736715,1800,,20224970,https://autosender.ru/avto-iz-kitaya/geely/haoyue/19895387,3,24,3653,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2025,3,7,4,1,66,0,2,125
Geely,"Galaxy Starship 7  автомат, 2025, 400",2025,10166195,1126230,1500,,400,https://autosender.ru/avto-iz-kitaya/geely/galaxy-starship-7/19895200,0,24,3503,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1,2025,3,7,4,1,66,0,2,125
Porsche,"Macan  автомат, 2017, 12500",2017,10166195,1505980,2000,,12500,https://autosender.ru/avto-iz-kitaya/porsche/macan/19887007,8,54,4279,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0,2025,3,7,4,1,66,0,2,125
Porsche,"Cayenne  автомат, 2016, 12800",2016,10166195,2677780,3000,,12800,https://autosender.ru/avto-iz-kitaya/porsche/cayenne/19666202,9,54,2245,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,2025,3,7,4,1,66,0,2,125
Land,"Rover Range Rover Evoque  автомат, 2014, 17000",2014,10166195,3667300,3000,,17000,https://autosender.ru/avto-iz-kitaya/land-rover/range-rover-evoque/19902674,11,38,5317,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2025,3,7,4,1,66,0,2,125
Land,"Rover Range Rover Evoque  автомат, 2015, 9200",2015,10166195,4318300,3000,,9200,https://autosender.ru/avto-iz-kitaya/land-rover/range-rover-evoque/19896516,10,38,5326,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,2025,3,7,4,1,66,0,2,125
Toyota,"Kluger  механика, 2015, 13390",2015,10166195,1191330,2000,,13390,https://autosender.ru/avto-iz-kitaya/toyota/kluger/19891034,10,64,3898,True,False,False,False,False,False,False,False,False,False,False,False,False,True,0,2025,3,7,4,1,66,0,2,125
